Date of obs,Date of pub,Period of obs,Brief decsription,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Tears,Comments (No.),,Page/Account/Group,,share,views,Hug,Thinking
6-Jul-20,5-Jul-20,10 am to 5 pm,Post about murder of a brahman family in UP,C4,S1,"A1,A4",people showing anger and demanding action,317,2,0,66,0,69,100,,Brahman Samaj Seva Samiti,,106,,0,1
6-Jul-20,4-Jul-20,10 am to 5 pm,Post with tweet of Karishma Bhosle asking for Hindus support against Muslims,C4,"S1,S4,S5",A3,people saying they are with her,536,20,0,1,0,0,108,,Brahman Samaj Seva Samiti,,20,,0,3
6-Jul-20,5-Jul-20,10 am to 5 pm,Post supoorting bulldozing vikad dube's house,C1,"S1,S2,S4,",A1,people still supporting vikas dube,149,3,6,2,1,0,97,,Brahman Samaj Seva Samiti,,16,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Picture from his RSS days,C4,S4,-,people praising RSS,249,13,0,0,0,0,11,,Hindu Putra,,2,,0,2
6-Jul-20,6-Jul-20,10 am to 5 pm,Post welcoming Shravan ,C4,-,-,people writing har har mahadev,174,26,0,0,0,0,16,,Hindu Putra,,1,,0,3
6-Jul-20,6-Jul-20,10 am to 5 pm,Post demanding ban on azan,C5,S5,A3,one comment writing jai mahakal,4,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
6-Jul-20,6-Jul-20,10 am to 5 pm,Post wishing happy start of shravan,C4,-,-,people writing har har mahadev,121,24,0,0,1,0,23,,Hindu Putra - G,,2,,0,3
6-Jul-20,5-Jul-20,10 am to 5 pm,video of a while woman in Hindu attire saying jai shree krishna,C3,-,-,people writing jai shree krishna,5,3,0,0,0,0,3,,Hindu Putra - G,,0,,0,0
6-Jul-20,4-Jul-20,10 am to 5 pm,post asking people how happy they are with Modi's work in percentages,C4,S5,-,people writing hundred percent,24,5,0,0,0,0,17,,Hindu Putra - G,,0,,0,1
6-Jul-20,6-Jul-20,10 am to 5 pm,"Video with caption saying if there is namaz on the road, there will be sundar kand reading as well",C3,"S4,S5",-,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Sharing live video of Rajeev brahmarshi over vikas dube issue,C3,"S1,S4",A4,no comments,5,0,0,0,0,0,0,,Hindu Putra - G,,2,,0,0
6-Jul-20,6-Jul-20,10 am to 5 pm,"Post asking modi if india needs human bomb in war against china, he will be ready",C4,"S1,S4",A1,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Post with photoshopped picture of Karan Jauhar and Mahesh Bhatt with hardink pandya and his pregnant wife,C4,"S1,S3",-,people laughing,26,0,31,0,1,0,4,,Hindu Putra - G,,0,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Post against modi,C4,"S1,S3,",-,people calling the post from a jihadi,9,0,13,0,0,0,51,,Hindu Putra - G,,1,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Post with a picture of cow with an axe in her body,C4,"S1,S4,S5",A1,people abusing and saying they will kill him the same way,15,0,0,5,0,10,6,,Hindu Putra - G,,6,,0,0
6-Jul-20,4-Jul-20,10 am to 5 pm,post urging people to follow safe distancing,C3,"S1,S4",-,most people agreeing and some people saying they will not because it is savan,214,16,0,1,0,4,10,,Aryan Singh,,29,,0,10
6-Jul-20,4-Jul-20,10 am to 5 pm,post saying hindu putra has more than 400 k members and members should be proud of it,C4,S4,-,people congrulating him,636,95,0,0,3,0,158,,Rajeev Brahmarshi,,18,,0,10
6-Jul-20,5-Jul-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,74,11,0,0,0,0,3,,Rajeev Brahmarshi,,0,,0,1
6-Jul-20,5-Jul-20,10 am to 5 pm,Post about vikas dube but asking to take same action against muslim gangsters,C4,"S4,S5",A4,people agreeing and questioning government over vikas dube,181,15,0,0,2,0,22,,Rajeev Brahmarshi,,10,,0,4
6-Jul-20,5-Jul-20,10 am to 5 pm,live video about vikas dube case and asking why no action against muslim gangsters,C3,"S1,S4",A4,people praising him,411,82,1,1,0,1,261,,Rajeev Brahmarshi,,404,15 k,0,4
6-Jul-20,5-Jul-20,10 am to 5 pm,Post wishing Guru purnima,C4,-,-,people wishing back,89,21,0,0,0,0,5,,Rajeev Brahmarshi,,2,,0,3
6-Jul-20,5-Jul-20,10 am to 5 pm,post with picture of his RSS days,C4,S4,-,people praising it,376,59,0,0,2,0,43,,Rajeev Brahmarshi,,10,,0,2
6-Jul-20,6-Jul-20,10 am to 5 pm,Post wishing people happy arrival of shravan,C4,-,-,people wishin back,402,79,0,0,2,0,69,,Rajeev Brahmarshi,,2,,0,8
6-Jul-20,4-Jul-20,10 am to 5 pm,His own picture with caption of jai shree ram,C7,-,-,people writing jai shree ram and things like that we are proud of you,21 k,1.1 k,19,2,44,1,2.1 k,,Updesh Rana,,65,,0,90
6-Jul-20,5-Jul-20,10 am to 5 pm,Post wishing happy guru purnima,C4,-,-,people wishing back,8.3 k,540,4,0,5,0,366,,Updesh Rana,,54,,0,31
6-Jul-20,5-Jul-20,10 am to 5 pm,live video about ineraction from followers,C3,S4,-,people praising him and asking him to continue the work,6.1 k,816,10,3,5,6,5.2 k,,Updesh Rana,,322,24 k,0,39
6-Jul-20,6-Jul-20,10 am to 5 pm,post wishing happy arrival of shravan month,C4,-,-,people wishing back,10 k,783,2,0,19,0,940,,Updesh Rana,,52,,0,57
,,,,,,,,,,,,,,,,,,,,0,
7-Jul-20,6-Jul-20,10 am to 5 pm,Post about expressing condolence for policemen died in Kanpur shootout,C6,-,-,people writing om shanti,266,3,0,0,0,2,5,,Karni Sena,,2,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post about work on women empowerment,C6,-,-,people praising it,300,5,0,0,1,0,5,,Karni Sena,,4,,0,1
7-Jul-20,6-Jul-20,10 am to 5 pm,Post about plantation on guru purnima,C6,-,-,people praising it,135,0,0,0,0,0,2,,Karni Sena,,5,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post about a brahman army man,C5,S4,-,people writing jai hind,459,20,0,0,0,16,52,,Brahman Samaj Seva Samiti,,18,,0,2
7-Jul-20,6-Jul-20,10 am to 5 pm,Post saying police is arresting those too who are glorfying Vikas Dube,C4,"S1,S4",-,people still supporting vikas dube,77,3,12,1,2,1,41,,Brahman Samaj Seva Samiti,,6,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post urging people to not use mask with picture of hindu gods,C4,"S1,S4,S5",A2,people agreeing,162,3,0,4,1,0,14,,Brahman Samaj Seva Samiti,,31,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying real brahmans can be recognized from their behavior,C4,S4,-,one person agreeing,34,1,0,0,0,0,1,,Brahman Samaj Seva Samiti,,2,,0,2
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying only brahman is the truth,C4,S4,-,no comments,34,0,0,0,0,0,0,,Brahman Samaj Seva Samiti,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,"Post saying China could never take indian land, only nehru gave it",C4,"S2,S3,S4",-,no comments,4,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post glorfying Modi,C4,S4,-,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying god gives us strength to finish off all enemies,C4,S4,A1,no comments,0,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying why are not muslim women shown in ad of condoms or abortin pills,C4,"S1,S3,",-,no comments,9,0,4,0,0,0,0,,Hindu Putra - G,,1,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post saying pm before used to go to border but not propagate like modi,C4,"S1,S4",-,people abusing and defending modi,24,0,2,0,0,0,15,,Hindu Putra - G,,2,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post demanding waiving school fees off,C4,-,-,no comments,22,0,0,0,0,0,0,,Hindu Putra - G,,5,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post saying sacrifice of galwan will be remembered forever,C4,S4,-,people agreeing,531,102,0,0,3,0,278,,Aryan Singh,,1,,0,10
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying we are proud of our army and their effort in galawan,C4,S4,-,people writing jai hind,186,60,0,0,4,0,71,,Aryan Singh,,0,,0,2
7-Jul-20,7-Jul-20,10 am to 5 pm,Post about becoming father,C4,-,-,people congrulating him,660,1187,0,0,4,0,184,,Aryan Singh,,1,,0,17
7-Jul-20,6-Jul-20,10 am to 5 pm,Post about suicide of a journalist,C1,-,-,people expressing condolence,115,1,0,10,0,47,2,,Ajeet Bharti,,3,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,link to article about a priest burning hindu idols,C1,S1,A1,people asking him to be killed,280,1,1,166,2,41,27,,Ajeet Bharti,,280,,0,1
7-Jul-20,6-Jul-20,10 am to 5 pm,live video about india china tension,C3,"S1,S2,S3,S4",-,people praising him and making fun of RG,730,50,20,3,1,0,59,,Ajeet Bharti,,157,61 k,0,3
7-Jul-20,7-Jul-20,10 am to 5 pm,link to article saying india needs bose savarkar defence policy,C1,-,-,people agreeing,409,16,1,0,0,0,3,,Ajeet Bharti,,80,,0,4
7-Jul-20,7-Jul-20,10 am to 5 pm,link to article against vinod dua,C1,"S1,S3,S4",-,people making fun,219,1,79,0,1,0,4,,Ajeet Bharti,,34,,0,1
7-Jul-20,6-Jul-20,10 am to 5 pm,Post praising tata for its work,C5,-,-,no comments,6,0,0,0,1,0,0,,Nitin Gupta,,2,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,post saying how there is a land jihad in India,C5,"S1,S2",A2,no comments,0,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
7-Jul-20,6-Jul-20,10 am to 5 pm,Post saying how hindu temples were destroyed by muslims,C5,S4,-,no comments,5,0,0,0,0,0,0,,Nitin Gupta,,2,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,Post saying peopke in kanpur incident cannot be hindu,C5,"S1,S4",-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,post saying how india is controlling china under its thumb,C5,"S1,S2,S4,",A2,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,post saying how hindu should not eat halal meat,C4,"S1,S2,S4,",A2,no comments,3,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,video making fun of liberals,C3,"S1,S3,S4",-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,video of a saint saying muslim vandalized temple,C3,S1,"A1,A4",one comment saying jai guruji,4,0,0,0,0,0,1,,Nitin Gupta,,3,,0,0
7-Jul-20,7-Jul-20,10 am to 5 pm,post glorfying modi in china crisis,C5,"S1,S4",A2,people praising the post,41,3,0,0,0,0,9,,Nitin Gupta,,12,,0,1
7-Jul-20,7-Jul-20,10 am to 5 pm,video of salman singing and comparing it to dog howling,C3,"S1,S3",-,no comments,1,1,2,0,0,0,0,,Nitin Gupta,,0,,0,0
,,,,,,,,,,,,,,,,,,,,,
8-Jul-20,7-Jul-20,10 am to 5 pm,Post about SRK's movie on tipu sultan,C4,"S1,S2,",A2,people abusing and asking for boycott,94,0,1,35,0,5,55,,Brahman Samaj Seva Samiti,,24,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,Post against Murari Bapu,C4,"S1,S2",A2,people abusing him,26,1,1,6,0,0,6,,Brahman Samaj Seva Samiti,,8,,0,1
8-Jul-20,7-Jul-20,10 am to 5 pm,Post glorfying Geeta,C5,-,-,people writing jai hari,87,4,0,0,0,0,5,,Brahman Samaj Seva Samiti,,5,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,Post quoting chanakya that during war supporters of enemies are traitors,C4,"S1,S3",-,people saying yes,153,0,0,0,0,0,11,,Brahman Samaj Seva Samiti,,27,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,Post with picture of indian army man,C4,-,-,people writing jai hind,38,5,0,0,0,0,8,,Brahman Samaj Seva Samiti,,2,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,post saying non brahmans are spreading fake news and will be removed from the group,C4,S4,-,one person saying right,12,0,0,0,0,0,1,,Brahman Samaj Seva Samiti,,0,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,post saying there is no provision of using addictive substance and wrongly glorified,C4,"S1,S4",A1,one person saying goli maaro,4,1,0,0,0,0,3,,Brahman Samaj Seva Samiti,,1,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,Post glorifying GD Bakshi,C4,S4,-,people writing jai hind,38,2,0,0,0,0,4,,Brahman Samaj Seva Samiti,,1,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,Post saying girls should be married off early then,C5,"S1,S2,S4,",-,people agreeing,32,0,0,0,0,0,12,,Brahman Samaj Seva Samiti,,6,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,Post about unity among hindus,C4,-,-,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,Post saying jails should be emtied out for corona,C4,-,-,no comments,6,2,3,0,0,0,0,,Hindu Putra - G,,0,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,post asking what kind of person was gandhi,C5,"S1,S2,S5",-,people abusing him,61,1,0,0,0,0,12,,Hindu Putra - G,,0,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,Post saying all criminals are traitors to country,C4,S1,-,no comments,6,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,Post making fun of Pakistan relating to MSD's birthday,C4,S3,-,no comments,6,1,17,0,0,0,0,,Hindu Putra - G,,1,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,post asking people to watch republic tv's rahul sharma as he is 'nationalistic,C4,S4,-,people writing jai ho,239,28,0,0,2,0,21,,Aryan Singh,,2,,0,2
8-Jul-20,8-Jul-20,10 am to 5 pm,link to article about a temple being destroyed in pakistan,C1,"S1,S5",A1,people saying they should be killed,225,1,0,27,0,46,7,,Ajeet Bharti,,86,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,link to article about former PM chandrashekhar,C1,-,-,people praising it,206,1,0,0,0,0,2,,Ajeet Bharti,,20,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,link to article about a muslim man caught allegedly having sex with a cow,C1,S1,A1,people asking him to be killed,108,0,1,66,0,7,7,,Ajeet Bharti,,85,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,link to article about suicide of a teacher not being paid in bihar,C1,-,-,people showing frustration,47,0,0,6,0,18,4,,Ajeet Bharti,,11,,0,0
8-Jul-20,7-Jul-20,10 am to 5 pm,posting his youtube channel link,C6,-,-,people praising it,1.5 k,61,1,0,1,0,73,,Updesh Rana,,35,,0,5
8-Jul-20,7-Jul-20,10 am to 5 pm,link to their website saying they will have a movement to change the name of hajipur to haripur,C6,-,-,people saying jai ho,137,2,0,0,0,0,2,,Rajeev Brahmarshi,,9,,0,1
8-Jul-20,7-Jul-20,10 am to 5 pm,Post saying punjab is not letting an honest man work ,C5,S4,-,one person saying it is nitish government's fault,5,0,0,0,0,0,1,,Nitin Gupta,,0,,0,0
8-Jul-20,8-Jul-20,10 am to 5 pm,Post saying Hindus need to fight on their own without waiting for god,C5,"S4,S5",-,no comments,11,0,0,0,1,0,0,,Nitin Gupta,,0,,0,0
,,,,,,,,,,,,,,,,,,,,,
9-Jul-20,8-Jul-20,10 am to 5 pm,Post about an army man who died in Kashmir,C4,-,-,people expressing condolence,97,1,0,0,0,11,4,,Brahman Samaj Seva Samiti,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,Post about Hindu God,C4,-,-,people writing har har mahadev,56,4,0,0,0,0,5,,Brahman Samaj Seva Samiti,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,Post saying whoever troubles brahman loses everything,C4,S4,-,people agreeing and praising it,232,3,1,0,1,0,15,,Brahman Samaj Seva Samiti,,19,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,"Post saying brahmans are being killed and if they pick up weapons, they won't be blamed that",C5,"S1,S4",A1,people saying kill them,77,0,0,8,0,1,16,,Brahman Samaj Seva Samiti,,14,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,Post saying a criminal is a criminal and should not be idolized,C4,-,-,one person half of the ministers are criminal,4,0,0,0,0,0,1,,Brahman Samaj Seva Samiti,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,Post against those people who speculated why Ram was hunting if he was vegetarian,C4,"S1,S4","A1,A4",people demanding action against them,8,0,0,2,0,0,12,,Brahman Samaj Seva Samiti,,2,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,post speculating conspiracy in vikas dube shootout ,C5,S5,-,people agreeing,14,0,0,0,0,0,6,,Brahman Samaj Seva Samiti,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,Post saying always start conversation with ram ram not hi as that's how transgenders talk,C4,"S1,S4",-,no comments,2,0,0,0,0,0,0,,Brahman Samaj Seva Samiti,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,a local news video saying Hindu Putra has become big in Odisha,C3,S4,-,people writing jai shree ram,211,32,0,0,2,0,19,,Hindu Putra,,29,,0,1
9-Jul-20,9-Jul-20,10 am to 5 pm,Post asking for boycott of bollywood movie,C4,S5,A2,no comments,0,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,video of payal rohatgi asking to ban anti Hindu movies,C3,"S1,S2",A4,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,Post making fun of khans and Islam,C4,"S1,S3,S5",-,no comments,2,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,video of priyanka gandhi with snakes and making fun of it,C3,"S1,S3",-,no comments,0,0,1,0,0,0,0,,Hindu Putra - G,,0,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,"Post asking who is real hero, Salman Khan or a farmer",C4,"S4,S5",-,people choosing farmer,18,0,0,0,0,0,10,,Hindu Putra - G,,1,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,a young girl reading a patriotic poem,C3,-,-,no comments,2,1,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,Post about secruity guard who alerted vikas dube about his arrest,C3,-,-,no comments,5,2,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,post saying trump is good because he is direct with his termanolgy,C4,"S1,S3,S4,S5",-,no comments,28,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,video exposing mismanagment in a bihar hospital,C3,-,-,one person blaming nitish kumar,9,0,0,0,0,0,1,,Hindu Putra - G,,2,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,link to article making fun of Ravish Kumar,C1,"S1,S3,",-,people making fun of him,455,4,370,1,3,0,63,,Ajeet Bharti,,262,,0,3
9-Jul-20,8-Jul-20,10 am to 5 pm,posting his picture with a whatsapp link,C4,-,-,people writing jai shree ram,281,36,0,0,1,0,20,,Rajeev Brahmarshi,,6,,0,2
9-Jul-20,9-Jul-20,10 am to 5 pm,post saying the reward money of vikas dube arrest should go a temple,C4,"S3,S4",-,people agreeing and taking a dig on muslims,226,27,2,0,0,0,16,,Rajeev Brahmarshi,,12,,0,0
9-Jul-20,8-Jul-20,10 am to 5 pm,post informing about extension of lockdown in patna,C3,-,-,people asking till when,113,7,0,0,0,0,3,,Aryan Singh,,11,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,Post criticising anti modi people,C5,"S2,S4,S5",-,no comments,4,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,post saying how Rajasthan congress govt is anti Hindu,C5,"S2,S4,S5",-,no comments,0,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,Post saying how hindu women are falling in trap of love jihad,C5,"S1,S3,",-,"people saying without parents permission, no one should marry",10,0,0,0,0,0,2,,Nitin Gupta,,2,,0,0
9-Jul-20,9-Jul-20,10 am to 5 pm,post about a hindu temple in karnataka,C5,-,-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
,,,,,,,,,,,,,,,,,,,,,
10-Jul-20,10-Jul-20,10 am to 5 pm,Post about virtual rally for SSR,C4,-,-,people writing jai karni sena,89,0,0,0,0,0,2,,Karni Sena,,10,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,Post asking people to write different names of Lord Shiva,C4,S5,-,people writing different names,350,12,0,0,0,0,128,,Brahman Samaj Seva Samiti,,2,,0,2
10-Jul-20,8-Jul-20,10 am to 5 pm,edited video of a guy saying sania should not have married a Pakistani,C3,S4,-,people praising him,133,22,0,0,5,3,10,,Brahman Samaj Seva Samiti,,21,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,Post asking people to say jai shree ram,C4,S5,-,people writing jai shree ram,175,4,0,0,0,0,39,,Brahman Samaj Seva Samiti,,0,,0,0
10-Jul-20,8-Jul-20,10 am to 5 pm,Post praising brahman woman IPS officer,C4,-,-,people praising her,88,3,0,0,0,0,17,,Brahman Samaj Seva Samiti,,1,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post justifying the murder of encounter of Vikas Dube,C5,"S1,S4",A4,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,screenshot of yesterday's post saying vikas dube will be encountered,C4,"S4,S3",-,no comments,1,0,1,0,0,0,0,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post asking when will Muslim accused be encountered,C5,"S1,S4,S5",A4,no comments,3,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,Post against Swara Bhaskar for her dressing in one of the promotion of her movies,C3,S1,-,no comments,1,1,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,clip from a news channel about vikas dube's death,C3,-,-,no comments,4,1,1,0,0,0,0,,Hindu Putra - G,,0,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,Post saying why maulana saad has  not been encountered,C4,"S1,S5",A4,people saying muslims are favoured,29,1,0,1,0,0,9,,Hindu Putra - G,,2,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,post making fun of Muslims,C4,"S1,S3,S5",-,people mking jokes,31,1,21,0,0,0,6,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post asking people to choose between khans and Akshay Kumar and Ajay Devgan,C4,S5,-,one person choosing kumar and devgun,5,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,post saying why bollywood is not standing with SSR like they did with Sanjay Dutt,C4,S5,-,no comments,12,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post about ram's teachings,C5,-,-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
10-Jul-20,9-Jul-20,10 am to 5 pm,sharing link to a new facebook page,C6,S4,-,people praising it,820,199,0,0,6,0,280,,Aryan Singh,,3,,0,14
10-Jul-20,9-Jul-20,10 am to 5 pm,video claiming SSR was murdered which includes snapshot of his dead body,C3,"S1,S2,S5",-,people agreeing,10,0,0,0,0,14,3,,Aryan Singh,,9,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post saying vikas dube's encounter is okay but when will muslim criminal be treated same,C4,"S1,S4,S5",A4,people agreeing,138,1,0,0,0,3,7,,Rajeev Brahmarshi,,5,,0,1
10-Jul-20,10-Jul-20,10 am to 5 pm,post saying muslim criminal should be given same treatment as vikas dube,C4,"S1,S2,S5",A4,people agreeing,196,18,0,0,0,3,27,,Rajeev Brahmarshi,,19,,0,0
10-Jul-20,10-Jul-20,10 am to 5 pm,Post asking people to mention his name as his id is being reported,C4,-,-,people mentioning his name,270,20,0,0,0,0,471,,Rajeev Brahmarshi,,0,,0,4
10-Jul-20,10-Jul-20,10 am to 5 pm,post saying he will be live at 2 about vikas dube issue,C4,-,-,people welcoming it,136,10,1,0,1,0,37,,Rajeev Brahmarshi,,6,,0,3
